,text,Date,label
548,thank nice compliments reviews state union speech million people watched highest number history foxnews beat every network first time ever million people tuning delivered heart,02/01/2018,1
549,march th rapidly approaching democrats nothing daca resist blame complain obstruct nothing start pushing nancy pelosi dems work daca fix,02/01/2018,1
550,heading beautiful west virginia great members republican party planning infrastructure discussing immigration daca easy support democrats one dem voted tax cut bill need republicans e,02/01/2018,1
551,join live sotu,01/31/2018,2
552,congratulations america fs new secretary hhsgov alex azar,01/29/2018,1
553,economy better many decades businesses coming back america like never chrysler example leaving mexico coming back usa unemployment nearing record lows right track,01/28/2018,0
554,somebody please inform jay z policies black unemployment reported lowest rate ever recorded,01/28/2018,0
555,democrats interested border safety security funding rebuilding military interested obstruction,01/28/2018,0
556,offered daca wonderful deal including doubling number recipients twelve year pathway citizenship two reasons republicans want fix long time terrible problem show democrats want solve daca use,01/28/2018,0
557,taliban targeted innocent afghans brave police kabul today thoughts prayers go victims first responders allow taliban win,01/27/2018,1
558,holocaust remembrance day mourn grieve murder million innocent jewish men women children millions others perished evil nazi genocide pledge might resolve never,01/27/2018,1
559,thank brandon judd national border patrol council strong statement foxandfriends badly need wall must also end loophole gcatch release h clean legal procedures border safety security reasons,01/27/2018,1
560,thank wonderful welcome wef davos,01/26/2018,2
561,daca made increasingly difficult fact cryin f chuck schumer took beating shutdown unable act immigration,01/26/2018,2
562,heading back exciting two days davos switzerland speech america fs economic revival well received many people met investing u maga,01/26/2018,2
563,join live world economic forum davos switzerland wef,01/26/2018,2
564,great bilateral meeting president alain berset swiss confederation continue strengthen great friendship honor switzerland wef,01/26/2018,2
565,honor meet republic rwanda president paul kagame morning davos switzerland many great discussions wef,01/26/2018,2
566,interviewed squawkcnbc joesquawk coming ame davos switzerland enjoy wef,01/26/2018,2
567,today americans everywhere remember brave men women nasa lost lives nation fs eternal quest expand boundaries human potential,01/25/2018,2
568,productive bilateral meeting prime minister benjamin netanyahu israel davos switzerland wef,01/25/2018,2
569,great bilateral meeting prime minister theresa may united kingdom affirming special relationship commitment work together key national security challenges economic opportunities wef,01/25/2018,2
570,soon heading davos switzerland tell world great america economy booming get better country finally winning,01/25/2018,2
571,great honor welcome mayor fs across america wh administration always support local government listen leaders know communities best together usher bold new era peace prosperity,01/24/2018,2
572,earlier today spoke govmattbevin kentucky regarding yesterday fs shooting marshall county high school thoughts prayers bailey holt preston cope families wounded victims recovery,01/24/2018,2
573,tremendous investment companies world made america never anything like disney j p morgan chase many others massive regulation reduction tax cuts making us powerhouse long way go jobs jobs jobs,01/24/2018,2
574,cryin f chuck schumer fully understands especially humiliating defeat wall daca must safety security together strong military great people,01/24/2018,2
575,important text messages fbi lovers lisa page peter strzok blaming samsung,01/24/2018,2
576,thank general john kelly fantastic job staff others white house job well done long hours fake reporting makes job difficult always great win us,01/23/2018,2
577,nobody knows sure republicans democrats able reach deal daca february everyone trying big additional focus put military strength border security dems learned shutdown answer,01/23/2018,2
578,one biggest stories long time fbi says missing five months worth lovers strzok page texts perhaps prime time wow,01/23/2018,2
579,one biggest stories long time fbi says missing five months worth lovers strzok page texts perhaps prime time wow,01/23/2018,2
580,even crazy jim acosta fake news cnn agrees gtrump world wh sources dancing end zone trump wins schumer dems caved gambled lost h thank honesty jim,01/23/2018,2
581,big win republicans democrats cave shutdown want big win everyone including republicans democrats daca especially great military border security able get see negotiating table,01/23/2018,2
582,end democrats obstruction,01/22/2018,-1
583,democrats shut government interests far left base ft want powerless,01/22/2018,-1
584,democrats turning services security citizens favor services security non citizens good,01/22/2018,-1
585,thank brad blakeman foxnews grading year one presidency ga h likewise doug schoen good grade statements working hard,01/22/2018,-1
586,great see hard republicans fighting military safety border dems want illegal immigrants pour nation unchecked stalemate continues republicans go nuclear option vote real long term budget c r fs,01/21/2018,0
587,eric trump judgejeanine foxnews,01/21/2018,0
588,trump administration terminated unnecessary regulation twelve months administration terminated full term office matter length good news much come,01/21/2018,0
589,unprecedented success country many ways since election record stock market strong military crime borders isis judicial strength numbers lowest unemployment women massive tax cuts end individual mandate much big,01/20/2018,0
590,beautiful weather great country perfect day women march get celebrate historic milestones unprecedented economic success wealth creation taken place last months lowest female unemployment years,01/20/2018,0
591,democrats holding military hostage desire unchecked illegal immigration ft let happen,01/20/2018,0
592,america first,01/20/2018,0
593,asking republicans votes senate need need win republicans election even tougher crime border even better military veterans,01/20/2018,0
594,one year anniversary presidency democrats wanted give nice present democratshutdown,01/20/2018,0
595,democrats far concerned illegal immigrants great military safety dangerous southern border could easily made deal decided play shutdown politics instead weneedmorerepublicansin order power mess,01/20/2018,0
596,looking good great military safety security dangerous southern border dems want shutdown order help diminish great success tax cuts booming economy,01/20/2018,0
597,excellent preliminary meeting oval senschumer working solutions security great military together senatemajldr mcconnell speakerryan making progress four week extension would best,01/19/2018,-2
598,signed bill reauthorize foreign intelligence collection fisa law wrongly abused election always right thing country put safety american people first,01/19/2018,-2
599,today honored proud address th annual march life living witnesses year fs march life theme lovesaveslives,01/19/2018,-2
600,gshutting government serious thing people die accidents happen ft know would vote right cr ok hsen dianne feinstein calif,01/19/2018,-2
601,whitehouse briefing director marc short director mick mulvaney,01/19/2018,-2
602,government funding bill past last night house representatives democrats needed pass senate want illegal immigration weak borders shutdown coming need republican victories,01/19/2018,-2
603,house representatives needs pass government funding bill tonight important country military needs,01/18/2018,-1
604,america nation thinks big dreams bigger always reaches stars ones shape america fs destiny ones restore prosperity ones making america great maga,01/18/2018,-1
605,departing pittsburgh great honor stand incredible workers show world america back coming back bigger better stronger ever,01/18/2018,-1
606,government shutdown devastating military something dems care little,01/18/2018,-1
607,chip part long term solution day short term extension,01/18/2018,-1
608,need wall safety security country need wall help stop massive inflow drugs mexico rated number one dangerous country world wall deal,01/18/2018,-1
609,going pennsylvania today order give total support rick saccone running congress special election march rick great guy need republicans continue already successful agenda,01/18/2018,-1
610,wall paid directly indirectly longer term reimbursement mexico ridiculous billion dollar trade surplus u billion dollar wall gpeanuts h compared mexico makes u nafta bad joke,01/18/2018,-1
611,wall wall never changed evolved first day conceived parts necessity see never intended built areas natural protection mountains wastelands tough rivers water,01/18/2018,-1
612,isis retreat economy booming investments jobs pouring back country much together nothing ft overcome even biased media making america great,01/18/2018,-1
613,despite corrupt dishonest media coverage many great reporters respect lots good news american people proud,01/18/2018,-1
614,fake news winners,01/18/2018,-1
615,main street back strongest holiday sales bump since great recession beating forecasts billions dollars,01/17/2018,2
616,campaign promised make america great bringing businesses jobs back country proud see companies like chrysler moving operations mexico michigan many great american workers,01/17/2018,2
617,promised policies would allow companies like apple bring massive amounts money back united states great see apple follow result tax cuts huge win american workers usa,01/17/2018,2
618,today witnessed incredible moment history presentation congress f highest civilian honor friend true american hero bob dole congressionalgoldmedal,01/17/2018,2
619,eric trump foxandfriends,01/17/2018,2
620,need keep america safe including moving away random chain migration lottery system one merit based,01/16/2018,-2
621,new report doj dhs shows nearly individuals convicted terrorism related charges foreign born submitted congress list resources reforms,01/16/2018,-2
622,today honor welcome president nursultan nazarbayev kazakhstan whitehouse,01/16/2018,-2
623,gpresident donald j trump proclaims january religious freedom day h,01/16/2018,-2
624,unemployment black americans lowest ever recorded trump approval ratings black americans doubled thank get even much better foxnews,01/16/2018,-2
625,g trump news coverage negative h much contrived foxandfriends,01/16/2018,-2
626,notice fake news mainstream media never likes covering great record setting economic news rather talks anything negative turned negative russian collusion hoax dead except pertains dems public gets,01/16/2018,-2
627,democrats want shut government amnesty border security biggest loser rapidly rebuilding military time need ever need merit based system immigration need dangerous lottery,01/16/2018,-2
628,must security dangerous southern border must great wall help protect us help stop massive inflow drugs pouring country,01/16/2018,-2
629,senator dicky durbin totally misrepresented said daca meeting deals ft get made trust durbin blew daca hurting military,01/15/2018,-2
630,stop drugs want take money away military cannot h standard simple america first make america great,01/15/2018,-2
631,statement last night florida ghonestly ft think democrats want make deal talk daca ft want help ready willing able make deal ft want ft want security border ft want,01/15/2018,-2
632,big unnecessary regulation cuts made possible h among many things gpresident trump reversed policies president obama reversed economic decline h thank stuart varney foxandfriends,01/14/2018,-2
633,gpresident trump getting credit deserves economy tax cut bonuses workers explosive stock market rally fve seen modern times election grounded profitability growth trump,01/14/2018,-2
634,president want people coming country going help us become strong great people coming system based merit lotteries america first,01/14/2018,-2
635,daca probably dead democrats ft really want want talk take desperately needed money away military,01/14/2018,-2
636,knew exactly said meant wanted story fake news,01/14/2018,-2
637,wall street journal stated falsely said gi good relationship kim jong un h n korea obviously ft say said gi fd good relationship kim jong un h big difference fortunately record conversations reporters,01/14/2018,-2
638,much fake news reported ft even try get right correct wrong promote fake book mentally deranged author knowingly writes false information mainstream media crazed election,01/13/2018,0
639,ft believe democrats really want see deal daca talk action time day day blowing one great opportunity bad,01/13/2018,0
640,yesterday another big day jobs stock market chrysler coming back u michigan mexico many companies paying tax cut money employees dems november market would tanked headed disaster,01/13/2018,0
641,america first,01/13/2018,0
642,democrats talk action nothing fix daca great opportunity missed bad,01/13/2018,0
643,yesterday big day stock market jobs coming back america chrysler coming back usa mexico many others follow tax cut money employees pouring economy many companies announcing american business hot,01/13/2018,0
644,today great honor proclaim january martin luther king jr federal holiday encourage americans observe day appropriate civic community service activities honor dr king life legacy,01/12/2018,-2
645,never said anything derogatory haitians haiti obviously poor troubled country never said gtake h made dems wonderful relationship haitians probably record future meetings unfortunately trust,01/12/2018,-2
646,sadly democrats want stop paying troops government workers order give sweetheart deal fair deal daca take care military country first,01/12/2018,-2
647,language used daca meeting tough language used really tough outlandish proposal made big setback daca,01/12/2018,-2
648,democrats interested life safety daca taken big step backwards dems threaten gshutdown h really shutting military time need get smart make america great,01/12/2018,-2
649,countries badly want merit based system immigration people help take country next level want safety security people want stop massive inflow drugs want fund military dem defund,01/12/2018,-2
650,called bipartisan daca deal presented yesterday group republican senators congressmen big step backwards wall properly funded chain lottery made worse usa would forced take large numbers people high crime,01/12/2018,-2
651,reason canceled trip london big fan obama administration sold perhaps best located finest embassy london gpeanuts h build new one location billion dollars bad deal wanted cut ribbon,01/12/2018,-2
652,democrats seem intent people drugs pour country southern border risking thousands lives process duty protect lives safety americans must build great wall think merit end lottery chain usa,01/12/2018,-2
653,democrat dianne feinstein never released secret committee testimony public without authorization disrespectful committee members possibly illegal blamed poor decision fact cold first,01/12/2018,-2
654,chrysler moving massive plant mexico michigan reversing years long opposite trend thank chrysler wise decision voters michigan happy voted trump pence plenty follow,01/12/2018,-2
655,great news result historical tax cuts reform fiat chrysler announces plan invest billion michigan plant relocating heavy truck production mexico michigan adding new jobs paying bonus u employees,01/12/2018,-2
656,small business poll highest approval numbers polls history business beginning something really special,01/12/2018,-2
657,thank adam levine federalist interview foxandfriends gdonald trump greatest president country ever seen h,01/12/2018,-2
658,yesterday signed interdictact h r bipartisan members congress help end flow drugs country together committed everything combat deadly scourge drug addiction overdose united states,01/11/2018,-2
659,great news result tax cuts jobs act,01/11/2018,-2
660,said personally directed fix unmasking process since taking office today fs vote foreign surveillance foreign bad guys foreign land need get smart,01/11/2018,-2
661,g year low illegal immigration year h foxandfriends,01/11/2018,-2
662,ghouse votes controversial fisa act today h act may used help discredited phony dossier badly surveil abuse trump campaign previous administration others,01/11/2018,-2
663,new quinnipiac poll people feel economy gexcellent good h highest number ever recorded poll,01/11/2018,-2
664,disproven paid democrats gdossier used spy trump campaign fbi use intel tool influence election h foxandfriends dems clinton also pay russians hidden smashed dnc servers crooked hillary emails mess,01/11/2018,-2
665,good news toyota mazda announce giant new huntsville alabama plant produce cars suv fs year employ people companies coming back u big way congratulations alabama,01/11/2018,-2
666,cutting taxes simplifying regulations makes america place invest great news toyota mazda announce bringing jobs investing billion alabama helping grow economy,01/10/2018,2
667,united states needs security wall southern border must part daca approval safety security country,01/10/2018,2
668,today great honor welcome prime minister erna solberg norway whitehouse great friend ally united states joint press conference,01/10/2018,2
669,want thank cabinet working tirelessly behalf country year monumental achievement look forward year ahead together delivering results making america great,01/10/2018,2
670,single greatest witch hunt american history continues collusion everybody including dems knows collusion yet goes russia world laughing stupidity witnessing republicans finally take control,01/10/2018,2
671,fact sneaky dianne feinstein numerous occasions stated collusion trump russia found would release testimony underhanded possibly illegal way totally without authorization disgrace must tough primary,01/10/2018,2
672,shows everyone broken unfair court system opposing side case daca always runs th circuit almost always wins reversed higher courts,01/10/2018,2
673,icegov hsi agents ero officers behalf entire nation thank keep fellow american fs safe everyone grateful lawenforcementappreciationdaypresident realdonaldtrump,01/10/2018,2
674,thank gopleader kevin mccarthy ft agree w together maga,01/10/2018,2
675,made clear today country needs security wall southern border must part daca approval,01/10/2018,2
676,today great honor sign new executive order ensure veterans resources need transition back civilian life must ensure heroes given care support richly deserve,01/09/2018,2
677,happy new year making america great much faster anyone thought possible,12/31/2017,0
678,country rapidly grows stronger smarter want wish friends supporters enemies haters even dishonest fake news media happy healthy new year great year america,12/31/2017,0
679,iran number one state sponsored terror numerous violations human rights occurring hourly basis closed internet peaceful demonstrators cannot communicate good,12/31/2017,0
680,year fs getting started together making america great happy new year,12/31/2017,0
681,deepest condolences victims terrible shooting douglas county dcsheriff families love police law enforcement god bless lesm,12/31/2017,0
682,would smart voters want put democrats congress election policies totally kill great wealth created months since election people much better mention isis va judges strong border nd tax cuts,12/31/2017,0
683,dems crooked hillary got elected stocks would values election day great future beginning,12/31/2017,0
684,big protests iran people finally getting wise money wealth stolen squandered terrorism looks like take longer usa watching closely human rights violations,12/31/2017,0
685,gtrump rally stocks put record books h,12/31/2017,0
686,jobs kicking companies coming back u unnecessary regulations high taxes dramatically cut get better much come,12/30/2017,0
687,use social media like way fight dishonest unfair gpress h often referred fake news media phony non existent gsources h used often ever many stories reports pure fiction,12/30/2017,0
688,taxes gthis biggest corporate rate cut ever going back corporate income tax rate roughly years ago huge pro growth stimulus economy every year obama wh overstated economy would grow real economics jobs h wsj report,12/30/2017,0
689,oppressive regimes cannot endure forever day come iranian people face choice world watching,12/30/2017,0
690,entire world understands good people iran want change vast military power united states iran fs people leaders fear,12/30/2017,0
691,many reports peaceful protests iranian citizens fed regime fs corruption squandering nation fs wealth fund terrorism abroad iranian govt respect people fs rights including right express world watching iranprotests,12/30/2017,0
692,democrats told fully understand daca without desperately needed wall southern border end horrible chain migration ridiculous lottery system immigration etc must protect country cost,12/29/2017,2
693,united states post office losing many billions dollars year charging amazon others little deliver packages making amazon richer post office dumber poorer charging much,12/29/2017,2
694,fake news loves talk called low approval rating foxandfriends showed rating dec approximately president obama dec despite massive negative trump coverage russia hoax,12/29/2017,2
695,east could coldest new year fs eve record perhaps could use little bit good old global warming country countries going pay trillions dollars protect bundle,12/29/2017,2
696,together making america great,12/28/2017,2
697,saying long long time noko,12/28/2017,2
698,caught red handed disappointed china allowing oil go north korea never friendly solution north korea problem continues happen,12/28/2017,2
699,retail sales record numbers fve got economy going better anyone ever dreamt ft seen anything yet,12/28/2017,2
700,vanity fair looks like last legs bending backwards apologizing minor hit took crooked h anna wintour set amb court st james fs big fundraiser ch beside grief begging forgiveness,12/28/2017,2
701,garrests ms members associates trump h,12/28/2017,2
702,gon day trump inaugurated estimated isis fighters held approx square miles territory iraq syria u military est remaining fighters occupy roughly square miles h jamiejmcintyre dcexaminer,12/28/2017,2
703,left west palm beach fire rescue met great men women representatives much us firefighters paramedics first responders amazing people,12/27/2017,1
704,gon day trump inaugurated estimated isis fighters held approx square miles territory iraq syria u military estimates remaining fighters occupy roughly square miles h via jamiejmcintyre,12/27/2017,1
705,signs business looking really good next year helped tax cut bill great year companies jobs stock market poised another year success,12/26/2017,2
706,wow foxandfrlends gdossier bogus clinton campaign dnc funded dossier fbi cannot time verify claims dossier russia trump collusion fbi tainted h used crooked hillary pile garbage basis going trump campaign,12/26/2017,2
707,based fact unfair unpopular individual mandate terminated part tax cut bill essentially repeals time obamacare democrats republicans eventually come together develop great new healthcare plan,12/26/2017,2
708,hope everyone great christmas tomorrow fs back work order make america great happening faster anyone anticipated,12/25/2017,0
709,merry christmas,12/25/2017,0
710,merry christmas,12/25/2017,0
711,people proud saying merry christmas proud led charge assault cherished beautiful phrase merry christmas,12/25/2017,0
712,tax cut reform bill including massive alaska drilling repeal highly unpopular individual mandate brought together incredible year ft let fake news convince otherwise insider polls strong,12/24/2017,1
713,fake news refuses talk big strong base show fake polls like report fake news despite negative reporting well nobody going beat us make america great,12/24/2017,1
714,foxnews fbi fs andrew mccabe gin addition wife getting money clinton puppet using allegedly fbi official email account promote campaign obviously cannot people investigating hillary clinton h,12/24/2017,1
715,remember republicans congressional races year senate said roy would lose alabama supported big luther strange roy lost virginia candidate gtrumper h lost good republican candidates win big,12/23/2017,1
716,stock market setting record record unemployment year low many things accomplished trump administration perhaps president first year sadly never reported correctly fake news media,12/23/2017,1
717,wow gfbi lawyer james baker reassigned h according foxnews,12/23/2017,1
718,fbi deputy director andrew mccabe racing clock retire full benefits days go,12/23/2017,1
719,fbi deputy director andrew mccabe man charge along leakin f james comey phony hillary clinton investigation including illegally deleted emails given wife fs campaign clinton puppets investigation,12/23/2017,1
720,remember hated part obamacare individual mandate terminated signed tax cut bill,12/22/2017,-1
721,today great honor sign largest tax cuts reform history country full remarks,12/22/2017,-1
722,united nations security council voted favor additional sanctions north korea world wants peace death,12/22/2017,-1
723,congressman ron desantis brilliant young leader yale harvard law would make great governor florida loves country true fighter,12/22/2017,-1
724,americans pay less worst amount taxes mostly far less dems want raise taxes,12/22/2017,-1
725,signing biggest ever tax cut reform bill minutes oval office also signing much needed billion dollar missile defense bill,12/22/2017,-1
726,administration done legislative approvals broke harry truman fs record regulation cutting judicial appointments building military va tax cuts reform record economy stock market much sure great credit given mainstream news,12/22/2017,-1
727,gthe president accomplished absolutely historic things past year h thank charlie kirk turning points usa sadly fake mainstream media never talk accomplishments end year reviews compiling long beautiful list,12/22/2017,-1
728,point good country predict start working democrats bipartisan fashion infrastructure would perfect place start foolishly spent trillion middle east time start rebuilding country,12/22/2017,-1
729,true,12/22/2017,-1
730,big popular tax cut reform bill taken unexpected new source glove h big companies corporations showering workers bonuses phenomenon nobody even thought rage merry christmas,12/22/2017,-1
731,thank everyone joined whitehouse yesterday together making america great,12/21/2017,1
732,house democrats want shutdown holidays order distract popular passed tax cuts house republicans ft let happen pass c r today keep government open,12/21/2017,1
733,home sales hit best numbers years make america great,12/21/2017,1
734,foxandfriends named influential show news deserve three great people many fake news hate shows study formula success,12/21/2017,1
735,massive tax cuts fake news media desperate write badly please democrat bosses soon kicking speak companies already making big payments workers dems want raise taxes hate big cuts,12/21/2017,1
736,making america great,12/20/2017,1
737,delivering historic tax relief american people taxcutsandjobsact,12/20/2017,1
738,together making america great,12/20/2017,1
739,would like congratulate senatemajldr done fantastic job strategically politically passing senate massive tax cut reform bill could asked better talented partner team go onto many victories,12/20/2017,1
740,tax cuts large meaningful yet fake news working overtime follow lead friends defeated dems demean truly case results speak starting soon jobs jobs jobs,12/20/2017,1
741,united states senate passed biggest history tax cut reform bill terrible individual mandate obamacare repealed goes house tomorrow morning final vote approved news conference white house approximately p,12/20/2017,1
742,congratulations paul ryan kevin mccarthy kevin brady steve scalise cathy mcmorris rodgers great house republicans voted favor cutting taxes,12/19/2017,1
743,story washingtonpost close grescinding h nomination justice gorsuch prior confirmation fake news never even wavered proud job justice u supreme court unnamed sources ft exist,12/19/2017,1
744,stocks economy long way go tax cut bill totally understood appreciated scope size immediate expensing big impact biggest tax cuts reform ever passed enjoy create many beautiful jobs,12/19/2017,1
745,dow rises points year first time ever make america great,12/19/2017,1
746,together task strengthen families build communities serve citizens celebrate american greatness shining example world,12/19/2017,1
747,strategy announced today declaring america game america determined win four pillars national security strategy,12/18/2017,0
748,record closes dow far year never dow records one year period wow,12/18/2017,0
749,thank maria b,12/18/2017,0
750,true ivanka,12/18/2017,0
751,world watches days away passing historic tax cuts american families businesses biggest tax cut tax reform history country,12/18/2017,0
752,american people speak us listen one year ago spoke loud clear november voted make america great,12/18/2017,0
753,past months travelled tens thousands miles visit countries met world leaders everywhere traveled highest privilege greatest honor represent american people,12/18/2017,0
754,deepest sympathies heartfelt prayers victims train derailment washington state closely monitoring situation coordinating local authorities,12/18/2017,0
755,thoughts prayers everyone involved train accident dupont washington thank wonderful first responders scene currently monitoring white house,12/18/2017,0
756,train accident occurred dupont wa shows ever soon submitted infrastructure plan must approved quickly seven trillion dollars spent middle east roads bridges tunnels railways crumble long,12/18/2017,0
757,ivanka trump interviewed foxandfriends,12/18/2017,0
758,remember republicans congressional races year media refuses mention said gillespie moore would lose different reasons also predicted gi h would win republicans well well foxandfriends,12/18/2017,0
759,century conquering flight wrightbrothers continue motivate inspire americans never tire exploration innovation great american spirit found design every new supersonic jet next generation,12/18/2017,0
760,wonderful weekend camp david special place lot important work done heading back whitehouse,12/17/2017,1
761,candidate promised would pass massive tax cut everyday working american families backbone heartbeat country days away,12/17/2017,1
762,weekly address,12/16/2017,1
763,tax cuts increase investment american economy u workers leading higher growth higher wages jobs,12/16/2017,1
764,congratulations two great hardworking guys corey lewandowski david bossie success book glet trump trump h finally people real knowledge writing wonderful exciting campaign,12/16/2017,1
765,great job kevin proud,12/16/2017,1
766,dow p nasdaq close record highs maga,12/16/2017,1
767,today tremendous honor visit marine helicopter squadron one hmx marine corps air facility quantico virginia honored serve commander chief behalf entire nation thank sacrifice service love,12/15/2017,1
768,always us men women blue thank police thank sheriffs thank law enforcement families god bless god bless america lesm,12/15/2017,1
769,member graduating class national academy quantico congratulations,12/15/2017,1
770,honor thank,12/15/2017,1
771,gmanufacturing optimism rose another time high latest shopfloornam outlook survey h,12/14/2017,-1
772,approximately pages code federal regulations today pages seen roosevelt room today cut red tape time set free dreams make america great,12/14/2017,-1
773,americans free thrive innovate prosper challenge great task large goal beyond reach nation explorers pioneers innovators inventors nation people work hard dream big never ever give,12/14/2017,-1
774,today gathered roosevelt room one single reason cut red tape many decades ever growing maze regs rules restrictions cost country trillions dollars millions jobs countless american factories devastated entire industries,12/14/2017,-1
775,candidate promised would pass massive tax cut everyday working americans make voices heard moment forever remembered great new beginning dawn brilliant american future shining patriotism prosperity pride,12/14/2017,-1
776,republican tax cuts looking good working hard meantime stock market hit another record high,12/14/2017,-1
777,thank omarosa service wish continued success,12/13/2017,1
778,last night fs election proved anything proved need put great republican candidates increase razor thin margins house senate,12/13/2017,1
779,wow fake news media coverage negative numerous forced retractions untrue stories hence use social media way get truth much mainstream meadia become joke foxandfriends,12/13/2017,1
780,reason originally endorsed luther strange numbers went mightily said roy moore able win general election right roy worked hard deck stacked,12/13/2017,1
781,congratulations doug jones hard fought victory write votes played big factor win win people alabama great republicans another shot seat short period time never ends,12/13/2017,1
782,wishing celebrating hanukkah around world happy healthy eight nights company love,12/12/2017,-1
783,consumer confidence time high along record high stock market unemployment year low make america great working pass massive tax cuts looking good,12/12/2017,-1
784,people alabama right thing doug jones pro abortion weak crime military illegal immigration bad gun owners veterans wall jones pelosi schumer puppet roy moore always vote us vote roy moore,12/12/2017,-1
785,lightweight senator kirsten gillibrand total flunky chuck schumer someone would come office gbegging h campaign contributions long ago would anything ring fighting trump disloyal bill crooked used,12/12/2017,-1
786,despite thousands hours wasted many millions dollars spent democrats unable show collusion russia moving false accusations fabricated stories women ft know never met fake news,12/12/2017,-1
787,another false story time failing nytimes watch hours television day wrong also seldom ever watch cnn msnbc consider fake news never watch lemon called gdumbest man television h bad reporting,12/11/2017,2
788,little discussion purposely false defamatory stories put week fake news media control correct reporting means nothing major lies written forced withdrawn exposed stain america,12/10/2017,2
789,getting closer closer tax cut bill shaping even better projected house senate working hard smart end result important special,12/10/2017,2
790,things going really well economy subject fake news spends little time possible discussing stock market hit another record high unemployment year low companies coming back usa really good news much come,12/10/2017,2
791,american separated loved ones preventable crime committed illegally country cities sanctuaries americans criminal aliens,12/10/2017,2
792,great army navy game army wins brings home commander chief fs trophy congratulations,12/09/2017,-1
793,great army navy game army wins brings home commander chief fs trophy last time wow congratulations,12/09/2017,-1
794,daveweigel washington post admitted picture fake fraud showing almost empty arena last night speech pensacola fact knew arena packed shown also v fake news fired,12/09/2017,-1
795,daveweigel washingtonpost put phony photo empty arena hours arrived venue w thousands people outside way real photos shown spoke packed house many people unable get demand apology retraction fake news wapo,12/09/2017,-1
796,great game today usarmy usnavy watching love u military behalf entire nation thank sacrifice service armynavygame usa,12/09/2017,-1
797,great honor celebrate opening two extraordinary museums mississippi state history museum mississippi civil rights museum pay solemn tribute heroes past dedicate building future freedom equality justice peace,12/09/2017,-1
798,heading great state mississippi invitation popular respected governor philbryantms look forward seeing new civil rights museum,12/09/2017,-1
799,cnn fs slogan cnn trusted name news everyone knows true could fact fraud american public many outlets far trusted fake news cnn slogan cnn least trusted name news,12/09/2017,-1
800,fake news cnn made vicious purposeful mistake yesterday caught red handed like lonely brian ross abc news immediately fired gmistake h watch see cnn fires responsible gross incompetence,12/09/2017,-1
801,big contingent enthusiastic roy moore fans rally last night ft pelosi schumer liberal democrat jones important alabama senate seat need vote make america great jones always vote must country,12/09/2017,-1
802,great evening last night pensacola florida arena packed rafters crowd loud loving really smart definitely get fs going thank pensacola,12/09/2017,-1
803,believe every american stand national anthem proudly pledge allegiance one nation god,12/09/2017,-1
804,land home voice matters speak heard fight fight fight change waiting entire life merry christmas thank pensacola florida,12/09/2017,-1
805,arrived pensacola bay center join live foxnews minutes maga,12/09/2017,-1
806,way pensacola florida see everyone soon maga,12/08/2017,-2
807,gthe unemployment rate remains year low unemployment rate manufacturing dropped lowest ever recorded unemployment rate among hispanics dropped lowest ever recorded h secretaryacosta usdol,12/08/2017,-2
808,make america great,12/08/2017,-2
809,fines penalties wells fargo bank bad acts customers others dropped incorrectly reported pursued anything substantially increased cut regs make penalties severe caught cheating,12/08/2017,-2
810,last thing make america great agenda needs liberal democrat senate little margin victory already pelosi schumer puppet jones would vote us time fs bad crime life border vets guns military vote roy moore,12/08/2017,-2
811,big crowd expected today pensacola florida make america great speech done much short period time yet planning much see,12/08/2017,-2
812,fulfilled campaign promise others ft,12/08/2017,-2
813,tonight flotus melania thrilled welcome many wonderful friends whitehouse wish happyhanukkah,12/08/2017,-2
814,across battlefields oceans harrowing skies europe pacific throughout war one great battle cry could heard america fs friends foes alike gremember pearl harbor h,12/07/2017,2
815,today remember pearl harbor incredible honor joined surviving veterans attack heroes living witnesses american history american hearts filled gratitude service sacrifice,12/07/2017,2
816,today u flag flies half staff whitehouse honor national pearl harbor remembrance day,12/07/2017,2
817,today entire nation pauses remember pearl harbor brave warriors day stood tall fought america god bless heroes wear uniform god bless united states america pearlharborremembranceday,12/07/2017,2
818,national pearl harbor remembrance day ga day live infamy h december,12/07/2017,2
819,go get new book andrew jackson brian kilmeade really good foxandfriends,12/07/2017,2
820,determined time officially recognize jerusalem capital israel also directing state department begin preparation move american embassy tel aviv jerusalem,12/06/2017,-2
821,join live whitehouse via periscope,12/06/2017,-2
822,thoughts prayers everyone path california fs wildfires encourage everyone heed advice orders local state officials thank first responders incredible work,12/06/2017,-2
823,make america great,12/06/2017,-2
824,join friday pensacola florida pensacola bay center tickets,12/05/2017,1
825,yesterday thrilled many wonderful friends utah fs magnificent capitol honor sign two presidential proclamations modify national monuments designations bears ears grand staircase escalante,12/05/2017,1
826,must watch legal scholar alan dershowitz foxandfriends talking going respect greatest witch hunt u political history enjoy,12/04/2017,-1
827,great vote cutting taxes could big day stock market,12/04/2017,-1
828,putting pelosi schumer liberal puppet jones office alabama would hurt great republican agenda low taxes tough crime strong military borders much look k fs since election highest stock market ever jobs roaring back,12/04/2017,-1
829,democrats refusal give even one vote massive tax cuts need republican roy moore win alabama need vote stopping crime illegal immigration border wall military pro life v judges nd amendment jones pelosi schumer puppet,12/04/2017,-1
830,report ganti trump fbi agent led clinton email probe h starts make sense,12/03/2017,-1
